game.id,details.name,details.yearpublished,game.type,attributes.boardgamecategory,price.prices,details.maxplayers,details.minplayers,details.maxplaytime,details.playingtime,details.minplaytime,details.minage
4771,Tightline,1982,boardgame,"Animals,Dice",,4,2,60,60,60,0
4772,Simon de Montfort,1979,boardgame,"Medieval,Wargame",,2,2,120,120,120,12
4773,March on Rome,2002,boardgame,"Ancient,Political,Print & Play,Wargame",25,4,2,120,120,120,9
4774,Breaking into Valhalla,2001,boardgame,"Fighting,Wargame,World War II","5, 21, 9",2,2,360,360,360,12
4775,Blood & Steel Expansion,1999,boardgameexpansion,"Expansion for Base-game,Fighting,Wargame,World War II",10,2,2,360,360,360,12
4776,The Game of Blast,1973,boardgame,"Nautical,Pirates,Racing",,4,2,20,20,10,6
4777,Grand Slam Baseball,1981,boardgame,"Bluffing,Card Game,Sports",,2,2,45,45,45,10
4778,Sinaí,0,boardgame,"Arabian,Miniatures,Modern Warfare,Real-time,Wargame",,2,2,45,45,45,12
4779,Easy Money,1935,boardgame,"Dice,Economic","12, 20, 10",8,2,120,120,120,7
4780,Der Herr der Ringe: Die Zwei Türme – das Kartenspiel,2002,boardgame,"Card Game,Fantasy,Novel-based",,5,2,30,30,30,9
4781,Electronic Talking Battleship,1989,boardgame,"Deduction,Electronic,Modern Warfare,Nautical,Wargame",10,2,1,20,20,20,8
4782,Mysteries by Vincent: White Flag Over the Seven Seas,2000,boardgame,"Deduction,Murder/Mystery",,10,10,180,180,180,18
4784,Test Match,1960,boardgame,"Action / Dexterity,Sports",,2,2,90,90,90,0
4785,Mysteries by Vincent: Case of the Wirst Case Scenario,1996,boardgame,"Deduction,Murder/Mystery",,10,10,180,180,180,18
4787,Captain Caveman and the Teen Angels Game,1980,boardgame,"Children's Game,Movies / TV / Radio theme",,4,2,30,30,30,6
4788,Quad-Ominos,1978,boardgame,"Abstract Strategy,Number",10,8,2,60,60,60,10
4789,Trivial Pursuit: Genus III,1994,boardgame,"Party Game,Trivia",25,6,2,90,90,90,16
4790,Trivial Pursuit: Volume II,1987,boardgame,"Party Game,Trivia","35, 30",6,2,90,90,90,12
4791,Duplicate Ad-Lib Crossword Cubes,1976,boardgame,Word Game,"6, 5",2,1,45,45,45,10
4792,Tiddledy Winks,1888,boardgame,"Action / Dexterity,Children's Game",10,6,1,10,10,10,4
4793,Glib,1965,boardgame,"Party Game,Word Game",,4,1,30,30,30,10
4794,Soldier King,1982,boardgame,"Negotiation,Wargame","10, 10",4,2,180,180,180,12
4795,Insecta: Rainforest,1997,boardgameexpansion,"Animals,Educational,Expansion for Base-game,Fantasy,Fighting,Horror,Science Fiction",,7,1,300,300,90,12
4796,Insecta: Trilobite,1998,boardgameexpansion,"Animals,Educational,Environmental,Expansion for Base-game,Fighting,Horror,Prehistoric,Science Fiction",49,7,1,300,300,90,12
4797,Guinness Game of World Records,1975,boardgame,"Action / Dexterity,Trivia",,6,2,45,45,45,10
4798,LIFE Remembers,1985,boardgame,Trivia,"30, 15",6,2,60,60,60,12
4799,Dicemaster: Cities of Doom,1996,boardgame,"Adventure,Collectible Components,Dice,Fantasy,Fighting",,2,2,90,90,90,12
4800,Dicemaster: Wilds of Doom,1996,boardgameexpansion,"Adventure,Collectible Components,Dice,Expansion for Base-game,Fantasy,Fighting",5,2,1,60,60,60,12
4801,Dicemaster: Doom Cubes,1996,boardgameexpansion,"Adventure,Collectible Components,Dice,Expansion for Base-game,Fantasy,Fighting",,2,1,60,60,60,12
4802,Holy Roman Empire,1984,boardgame,"Medieval,Political,Renaissance,Wargame",25,6,2,240,240,240,12
4803,An Evening of Murder: Love & Marriage,1992,boardgame,"Deduction,Murder/Mystery",,8,8,180,180,180,18
4804,Mysteries by Vincent: Rocky Mountain Mayhem,1997,boardgame,"Deduction,Murder/Mystery",,10,10,180,180,180,18
4805,Mysteries by Vincent: Murder on the Millennium,1999,boardgame,"Deduction,Murder/Mystery",,10,10,180,180,180,18
4806,Mysteries by Vincent: A Perfectly Perilous Pageant,2002,boardgame,"Deduction,Murder/Mystery",,10,10,180,180,180,18
4808,Fighter-Bomber: The Game of Mustangs and Messerschmitts,1977,boardgame,"Aviation / Flight,Dice,World War II",,2,2,20,20,20,10
4809,The Bill,1992,boardgame,"Children's Game,Dice,Movies / TV / Radio theme,Spies/Secret Agents",,6,2,45,45,45,0
4810,BattleBoard,1972,boardgame,"Abstract Strategy,Action / Dexterity,Medieval",,2,2,30,30,30,7
4811,Diadem,1981,boardgame,"Economic,Negotiation,Political,Science Fiction,Wargame",49,4,2,240,240,240,12
4812,Rules of the Game,1995,boardgame,"Sports,Trivia","5, 12",6,2,45,45,45,10
4813,Kamakura,1982,boardgame,"Medieval,Negotiation,Wargame","15, 25",6,2,120,120,120,12
4814,Rubout,1989,boardgame,"Abstract Strategy,Adventure,Economic,Fighting,Mafia",,8,2,180,180,180,8
4815,The Campaign for North Africa,1979,boardgame,"Wargame,World War II",,10,8,60000,60000,60000,14
4816,Xactika,2002,boardgame,Card Game,"14, 8, 3",10,2,45,45,45,12
4817,Treasure Hunt,1940,boardgame,"Children's Game,Party Game,Real-time,Word Game",90,16,2,15,15,15,6
4818,Empire,2000,boardgame,"Abstract Strategy,Ancient,Political,Territory Building,Wargame",50,4,2,240,240,240,12
4819,Mysteries by Vincent: A Very Domestic Demise,1996,boardgame,"Deduction,Murder/Mystery",,8,8,180,180,180,18
4820,Mysteries by Vincent: Boogie Woogie Bungle Up,1996,boardgame,"Deduction,Murder/Mystery",,8,8,180,180,180,18
4821,Mysteries by Vincent: High Noon on the Silver Spittoon,1996,boardgame,"Deduction,Murder/Mystery",,8,8,180,180,180,18
4822,Mysteries by Vincent: Hard Drive Homicide,1998,boardgame,"Deduction,Murder/Mystery",,8,8,180,180,180,18
4823,Mysteries by Vincent: Lynched in Lucre Valley,1997,boardgame,"Deduction,Murder/Mystery",,8,8,180,180,180,18
4824,Mysteries by Vincent: Murder in Montana,1996,boardgame,"Deduction,Murder/Mystery",,8,8,180,180,180,18
4825,Mysteries by Vincent: Women Only – Pushing up the Daisies,0,boardgame,"Deduction,Murder/Mystery",,8,8,180,180,180,18
4826,Mysteries by Vincent: Women Only – Bump-off at the Beauty Shop,0,boardgame,"Deduction,Murder/Mystery",,8,8,180,180,180,18
4827,Mysteries by Vincent: Women Only – High Tea at the Liberty Library,0,boardgame,"Deduction,Murder/Mystery",,8,8,180,180,180,18
4828,The Daisy Diamond Detective Series: Episode #1 – Mystery of the Missing Necklace,0,boardgame,"Deduction,Murder/Mystery",,8,8,180,180,180,10
4829,The Daisy Diamond Detective Series: Episode #2 – The Time Machine Mystery,0,boardgame,"Deduction,Murder/Mystery",,8,8,180,180,180,10
4830,The Daisy Diamond Detective Series: Episode #3 – The Mystery of the Haunted Mansion,0,boardgame,"Deduction,Murder/Mystery",4830,8,8,180,180,180,10
4831,NFL Strategy,1970,boardgame,Sports,20,2,2,150,150,150,10
4832,Allenby's Blitzkrieg,2001,boardgame,"Fighting,Print & Play,Wargame,World War I",,2,2,120,120,120,12
4833,Hamel 1918,2001,boardgame,"Fighting,Print & Play,Wargame,World War I",,2,2,180,180,180,12
4834,Judge for Yourself,1998,boardgame,Trivia,,6,2,90,90,90,12
4835,Pusan Perimeter,1999,boardgame,"Fighting,Korean War,Modern Warfare,Wargame",,2,2,90,90,90,12
4836,Blitzkrieg Stalled: Arras,2002,boardgame,"Fighting,Wargame,World War II",12,2,2,90,90,90,12
4837,Blitzkrieg Checked: Gembloux,2001,boardgame,"Fighting,Wargame,World War II","8, 12",2,2,90,90,90,12
4838,Blitzkrieg Unleashed: Sedan,2001,boardgame,"Fighting,Wargame,World War II","8, 12",2,2,90,90,90,12
4839,Berlin '85: The Enemy at the Gates,1980,boardgame,"Modern Warfare,Wargame","4, 8, 4",2,2,180,180,180,12
4841,Morgan's Rifles,1981,boardgame,"American Revolutionary War,Wargame","15, 20, 20",2,2,180,180,180,0
4842,Monster Derby,1994,boardgame,"Fantasy,Racing","9, 21, 10",10,2,120,120,120,0
4843,Give Me Liberty,1992,boardgame,"Age of Reason,American Revolutionary War,Wargame",20,2,1,120,120,120,12
4845,Star Wars:  Escape From Death Star Game,1977,boardgame,"Adventure,Dice,Movies / TV / Radio theme,Science Fiction",10,4,2,20,20,20,7
4847,Pantheon: The War of the Gods,1992,boardgame,"Fantasy,Mythology,Wargame",10,4,2,180,180,180,12
4848,Blue & Gray II,1975,boardgame,"American Civil War,Wargame",,2,2,120,120,120,12
4849,The Charade Game,1985,boardgame,Party Game,"10, 10",12,4,60,60,60,10
4851,Civil War Game 1863,1961,boardgame,"American Civil War,Wargame","25, 20, 25",2,2,30,30,30,10
4852,Armada,1978,boardgame,"Pike and Shot,Wargame",20,2,2,480,480,480,12
4853,Tripoley,1937,boardgame,Card Game,"22.00, 10, 5, 10",9,2,60,60,60,8
4854,7th Fleet,1987,boardgame,"Modern Warfare,Nautical,Wargame","145.50, 75",2,2,120,120,120,12
4855,Crazy Race,1994,boardgame,"Dice,Racing",15,5,3,45,45,45,10
4856,Memory Bank,1983,boardgame,"Deduction,Number",,4,2,30,30,30,0
4857,Friends & Fortunes,2000,boardgame,"Bluffing,Economic",,8,3,90,90,90,0
4858,Pass it on,1978,boardgame,Abstract Strategy,14,4,2,20,20,20,8
4859,Keep Quiet Reword,1981,boardgame,"Card Game,Educational,Word Game",,6,1,30,30,30,8
4860,An Evening of Murder: Rodeo Roundup,1989,boardgame,"Deduction,Murder/Mystery,Party Game",,8,8,180,180,180,18
4861,Cookie Fu,2003,boardgame,"Collectible Components,Dice,Fighting",,6,2,10,10,10,10
4862,Outburst!,1986,boardgame,"Party Game,Real-time,Trivia","29.99, 33.95, 8, 8, 13",20,4,60,60,60,18
4864,Scene It? Movie,2002,boardgame,"Electronic,Movies / TV / Radio theme,Party Game,Trivia","39.99, 59.50, 15, 10, 10",20,2,30,30,30,13
4866,Park and Shop,1950,boardgame,Transportation,,6,2,30,30,30,10
4867,How to Host a Murder: The Tragical Mystery Tour,1998,boardgame,"Deduction,Murder/Mystery",22,8,8,180,180,180,16
4868,How to Host a Murder: Maiming of the Shrew,2000,boardgame,"Deduction,Murder/Mystery",,8,8,180,180,180,18
4869,How to Host a Murder: Saturday Night Cleaver,2001,boardgame,"Deduction,Murder/Mystery",,8,8,180,180,180,18
4870,Tiers-Mondopoly,1985,boardgame,"Economic,Educational,Environmental,Farming",,6,2,60,60,60,12
4871,How to Host a Murder: The Duke's Descent,1990,boardgame,"Deduction,Murder/Mystery",23,8,8,180,180,180,18
4872,How to Host a Murder: The Wall Street Scandal,1991,boardgame,"Deduction,Murder/Mystery",,8,8,180,180,180,18
4873,"How to Host a Murder: The Good, The Bad & The Guilty",1996,boardgame,"Deduction,Murder/Mystery",,8,8,180,180,180,18
4874,How to Host a Murder: The Chicago Caper,1985,boardgame,"Deduction,Mafia,Murder/Mystery,Party Game","15, 12, 23",8,8,180,180,180,18
4875,How to Host a Murder: The Class of '54,1987,boardgame,"Deduction,Murder/Mystery",,8,8,180,180,180,18
4876,How to Host a Murder: Hoo Hung Woo,1986,boardgame,"Deduction,Murder/Mystery",,8,8,180,180,180,18
4877,How to Host a Murder: The Watersdown Affair,1985,boardgame,"Deduction,Murder/Mystery",,8,8,180,180,180,18
4878,How to Host a Murder: Grapes of Frath,1985,boardgame,"Deduction,Murder/Mystery",,8,8,180,180,180,18
4879,How to Host a Murder: A Matter of Faxe,1986,boardgame,"Deduction,Murder/Mystery",,8,8,180,180,180,18
4880,War to the Death,1986,boardgame,"Napoleonic,Wargame",20,2,2,240,240,240,12
4881,Personal Preference,1987,boardgame,Party Game,,16,2,40,40,40,0
4882,Proverbial Wisdom,1998,boardgame,"Party Game,Word Game",,16,4,60,60,60,0
4883,Salamanca,1976,boardgame,"Napoleonic,Wargame",,2,2,120,120,120,0
4884,The Legend Begins,1991,boardgame,"Wargame,World War II",34,2,2,240,240,240,12
4885,Chicken Out,1988,boardgame,"Animals,Bluffing,Humor,Transportation",10,4,2,20,20,20,6
4886,Catchword,1982,boardgame,"Card Game,Dice,Word Game",,6,2,20,20,20,6
4887,Smurf Card Game,1982,boardgame,"Children's Game,Comic Book / Strip,Movies / TV / Radio theme,Travel",,4,2,30,30,30,6
4888,Don't Break the Ice,1965,boardgame,"Action / Dexterity,Children's Game","10.99, 26.89, 20",4,2,20,20,20,4
4889,Dizzy Dizzy Dinosaur,1987,boardgame,"Children's Game,Prehistoric",,4,2,10,10,10,5
4890,Fangface,1979,boardgame,"Dice,Movies / TV / Radio theme,Science Fiction",,4,2,20,20,20,6
4891,Big Picture Game,1988,boardgame,Word Game,,40,4,30,30,30,0
4892,Dragon Strike,2002,boardgame,"Adventure,Children's Game,Electronic,Fantasy","15, 8",4,2,90,90,90,6
4893,The Real Ghostbusters Game,1986,boardgame,"Adventure,Children's Game,Movies / TV / Radio theme,Science Fiction",,4,2,30,30,30,6
4894,Three For All!,1990,boardgame,"Party Game,Puzzle,Trivia",,16,4,30,30,30,10
4895,Chicken Run: The Chicken Pot Pie Game,2000,boardgame,"Children's Game,Movies / TV / Radio theme",,4,2,20,20,20,5
4896,Bulls and Bears,1988,boardgame,"Economic,Educational",40,6,2,60,60,60,11
4897,Shake Up,1997,boardgame,Abstract Strategy,"12, 7, 5",4,2,30,30,30,7
4899,Cap the Hat,1938,boardgame,"Abstract Strategy,Children's Game,Dice",,4,2,30,30,30,5
4900,Richie Rich,1982,boardgame,"Children's Game,Movies / TV / Radio theme",,4,2,20,20,20,6
4901,Inspector Gadget Game,1983,boardgame,"Children's Game,Movies / TV / Radio theme",25,4,2,20,20,20,6
4902,The Price Is Right,1973,boardgame,"Movies / TV / Radio theme,Puzzle,Trivia",18,5,3,60,60,60,8
4903,Columbo Detective Game,1973,boardgame,"Deduction,Memory,Movies / TV / Radio theme",50,4,2,60,60,60,10
4904,Wicket The Ewok,1983,boardgame,"Children's Game,Movies / TV / Radio theme","39.86, 100, 70",4,2,20,20,20,5
4905,The M.U.S.C.L.E. Mega-Match Game,1983,boardgame,Movies / TV / Radio theme,,2,2,20,20,20,6
4906,Pronto,1983,boardgame,Word Game,5,2,1,20,20,20,8
4907,PAC-MAN Game,1980,boardgame,"Children's Game,Video Game Theme",299.99,4,2,20,20,20,7
4908,Ms. PAC-MAN Game,1982,boardgame,Video Game Theme,222.56,4,2,20,20,20,7
4909,Fun City Game,1987,boardgame,Real-time,22.75,4,2,60,60,60,8
4910,Wheel of Fortune,1975,boardgame,"Movies / TV / Radio theme,Word Game","15.99, 24.98, 7",4,2,60,60,60,10
4911,Wacky Wizard Game,1977,boardgame,"Dice,Movies / TV / Radio theme",30,4,2,10,10,10,7
4912,G.I. Joe Adventure Board Game,1982,boardgame,"Fighting,Movies / TV / Radio theme,Spies/Secret Agents",11,4,2,30,30,30,6
4913,Beatlemania Trivia,1984,boardgame,"Memory,Music,Trivia",25,4,2,60,60,60,14
4914,"Great War at Sea: 1898, The Spanish American War",2000,boardgame,"Nautical,Post-Napoleonic,Wargame",31,4,2,30,30,30,12
4915,Great War at Sea 2: The North & Baltic Seas,1998,boardgame,"Nautical,Wargame,World War I","50, 22",4,2,180,180,180,12
4916,"Great War at Sea: 1904-1905, The Russo-Japanese War",1999,boardgame,"Nautical,Post-Napoleonic,Wargame","26, 31",4,2,30,30,30,12
4917,Great War at Sea: U.S. Navy Plan Black,1999,boardgame,"Nautical,Wargame","35, 24",4,2,120,120,120,12
4918,Great War at Sea: U.S. Navy Plan Orange,1998,boardgame,"Nautical,Wargame",40,4,2,120,120,120,12
4919,Great War at Sea: U.S. Navy Plan Red,2002,boardgame,"Nautical,Wargame",,2,1,30,30,30,12
4920,5th Fleet,1989,boardgame,"Modern Warfare,Wargame",99.99,4,2,180,180,180,12
4921,3rd Fleet,1990,boardgame,"Modern Warfare,Wargame",250,4,2,180,180,180,12
4922,Clever Endeavor,1989,boardgame,"Party Game,Trivia","4, 30, 5",8,2,45,45,45,12
4923,NogginNosh,1995,boardgame,Trivia,5,4,2,10,10,10,12
4925,Survivor: The Australian Outback Card Game,2000,boardgame,Movies / TV / Radio theme,7,8,4,20,20,20,18
4926,Clay To Win,1988,boardgame,Word Game,,12,4,60,60,60,10
4927,Big Business,1936,boardgame,Economic,"35, 10, 25",4,2,45,45,45,8
4928,Clue: 50th Anniversary Edition,1999,boardgame,"Deduction,Murder/Mystery",,6,3,60,60,60,8
4929,Billboard Top 40 Trivia,1984,boardgame,"Music,Trivia",,6,2,10,10,10,12
4930,Survivor Trading Card Game,2001,boardgame,"Card Game,Collectible Components,Movies / TV / Radio theme",,2,2,60,60,60,0
4931,Bruce Jenner Decathlon Game,1979,boardgame,Sports,15,4,3,45,45,45,8
4932,Moovit,1998,boardgame,"Action / Dexterity,Card Game,Electronic,Real-time",,6,2,10,10,10,0
4933,The Tick: Hip Deep in Evil!,1996,boardgame,"Humor,Movies / TV / Radio theme",,4,2,60,60,60,7
4934,Battling Tops,1968,boardgame,"Action / Dexterity,Children's Game,Real-time","48, 30",4,2,45,45,45,3
4935,Test of Arms,1988,boardgame,"Korean War,Modern Warfare,Wargame",,2,2,120,120,120,12
4937,Formula Dé Circuits 19 & 20: Suzuka & Melbourne,1999,boardgameexpansion,"Expansion for Base-game,Racing,Sports",89,10,2,120,120,120,12
4938,Formula Dé Circuits 17 & 18: Buenos-Aires & Barcelona,1999,boardgameexpansion,"Expansion for Base-game,Racing,Sports",,10,2,120,120,120,12
4939,Formula Dé Circuits 13 & 14: Montreal & Long Beach,1998,boardgameexpansion,"Expansion for Base-game,Racing,Sports",59,10,2,120,120,120,12
4940,Formula Dé Circuits 11 & 12: Watkins Glen & Silverstone,1998,boardgameexpansion,"Expansion for Base-game,Racing,Sports",69,10,2,120,120,120,12
4941,Formula Dé Circuits 9 & 10: Estoril & Interlagos,1998,boardgameexpansion,"Expansion for Base-game,Racing,Sports","59, 35",10,2,120,120,120,12
4942,Formula Dé Circuits 5 & 6: Kyalami & Ferrari Autodromo,1997,boardgameexpansion,"Expansion for Base-game,Racing,Sports",54,10,2,120,120,120,12
4943,Formula Dé Circuits 3 & 4: Zandvoort 2 & SPA-Francorchamps,1997,boardgameexpansion,"Expansion for Base-game,Racing,Sports",94,10,2,120,120,120,12
4944,Formula Dé Circuits 31 & 32: Zhuhai & Sepang,2000,boardgameexpansion,"Expansion for Base-game,Racing,Sports","84, 99",10,2,120,120,120,12
4945,Formula Dé Circuits 27 - 30: USA Track Pack #2,2000,boardgameexpansion,"Expansion for Base-game,Racing,Sports","109, 100",10,2,120,120,120,12
4946,Formula Dé Circuits 23 - 26: USA Track Pack #1,1999,boardgameexpansion,"Expansion for Base-game,Racing,Sports",99,10,2,120,120,120,12
4947,Formula Dé Circuit 33: 10th Anniversary,2001,boardgameexpansion,"Expansion for Base-game,Racing,Sports",30,10,2,120,120,120,12
4948,Play It By Ear,1991,boardgame,"Electronic,Memory,Trivia,Word Game",5,4,2,30,30,30,14
4949,Play It By Ear: Volume 2,1992,boardgame,"Electronic,Memory,Trivia,Word Game",,2,2,30,30,30,0
4950,Road Block,2001,boardgame,"Card Game,Memory",,4,2,20,20,20,5
4951,PAC-MAN Card Game,1982,boardgame,"Card Game,Children's Game,Movies / TV / Radio theme,Video Game Theme",,4,2,20,20,20,8
4952,"Trivial Pursuit: TV Edition – 4,800 Questions and Answers",1992,boardgame,"Movies / TV / Radio theme,Party Game,Trivia",,6,2,60,60,60,12
4953,1313 Dead End Drive,2002,boardgame,"Bluffing,Deduction,Dice,Murder/Mystery","98.99, 68, 15, 10",4,2,30,30,30,8
4954,Formula Dé Circuits 7 & 8: Magny-Cours & Monza,1997,boardgameexpansion,"Expansion for Base-game,Racing,Sports","64, 48",10,2,120,120,120,12
4955,Formula Dé Circuits 21 & 22: Budapest & Nürburgring,1999,boardgameexpansion,"Expansion for Base-game,Racing,Sports",,10,2,120,120,120,12
4956,Formula Dé Circuits 15 & 16: Hockenheim & Zeltweg,1999,boardgameexpansion,"Expansion for Base-game,Racing,Sports","34, 40",10,2,120,120,120,12
4957,Timberland,1989,boardgame,"Animals,Children's Game,Environmental,Farming",,4,2,30,30,30,8
4958,Ardennes,1994,boardgame,"Wargame,World War II",35,4,2,180,180,180,12
4959,Crusader,1997,boardgame,"Wargame,World War II","50, 80, 75",4,2,180,180,180,12
4960,Gazala,1998,boardgame,"Wargame,World War II","65, 70",4,2,180,180,180,12
4961,Sunda to Sahul,2002,boardgame,"Exploration,Prehistoric,Puzzle,Real-time,Territory Building","45, 40",4,1,45,45,45,10
4962,1914,1968,boardgame,"Wargame,World War I","55, 14, 25",2,2,360,360,360,12
4963,Enemy Agent,1975,boardgame,"Bluffing,Deduction,Memory,Spies/Secret Agents","50, 40",2,2,60,60,60,9
4964,Close Assault,1983,boardgame,"Wargame,World War II",,2,2,90,90,90,12
4965,Frag PvP,2002,boardgameexpansion,"Comic Book / Strip,Expansion for Base-game,Fighting,Miniatures,Science Fiction,Video Game Theme",35,6,2,45,45,45,10
4966,Jamie Swise Mystery Games: Murder by Proxy,1982,boardgame,"Deduction,Murder/Mystery,Party Game",,8,7,180,180,180,16
4967,Rome at War II: Fading Legions,2002,boardgame,"Ancient,Wargame",60,2,2,120,120,120,12
4968,Big Foot,1977,boardgame,"Children's Game,Mythology",,4,2,45,45,45,8
4969,Manhunt,1972,boardgame,"Deduction,Electronic,Murder/Mystery","25, 25",4,2,90,90,90,8
4970,Decision in France,1994,boardgame,"Wargame,World War II","50, 24, 30",3,2,360,360,360,12
4971,Viva España,1977,boardgame,"Civil War,Wargame","120, 70",2,2,180,180,180,12
4972,Lost Gold,1975,boardgame,"Deduction,Exploration,Industry / Manufacturing",9,2,2,45,45,45,8
4973,Pay Cards!,1969,boardgame,"Card Game,Memory",23,4,3,60,60,60,0
4974,"Wellington's Victory: Battle of Waterloo Game – June 18th, 1815",1976,boardgame,"Napoleonic,Wargame",40,2,2,240,240,240,12
4975,Pick Two!,1993,boardgame,"Real-time,Word Game","12.99, 34.99, 5",6,2,30,30,30,8
4976,Pony Jumpers,1989,boardgame,"Animals,Children's Game,Racing,Sports",,4,2,20,20,20,6
4977,VOR: The Maelstrom,1999,boardgame,"Adventure,Miniatures,Science Fiction,Wargame","25, 70",10,2,90,90,90,12
4978,Warzone (second edition),1998,boardgame,"Horror,Miniatures,Science Fiction,Wargame",,8,2,240,240,90,12
4979,Blood Berets,1993,boardgame,"Adventure,Horror,Miniatures,Science Fiction,Wargame",20,4,2,60,60,60,12
4980,Cityscape,2002,boardgame,"Abstract Strategy,City Building","16.98, 59.95, 35",4,2,10,10,10,8
4981,Sensationen,1992,boardgame,Racing,,4,2,10,10,10,9
4983,Der Herr der Ringe: Die Zwei Türme,2002,boardgame,"Fantasy,Movies / TV / Radio theme",,4,2,60,60,60,10
4984,Jutland,1967,boardgame,"Nautical,Wargame,World War I","25, 29, 35",2,2,120,120,120,12
4985,Warmaster,2000,boardgame,"Book,Fantasy,Miniatures,Wargame","23.99, 15",99,2,120,120,120,12
4986,Elementary Watson,1978,boardgame,"Memory,Murder/Mystery,Party Game",5,7,2,120,120,120,0
4987,Meet the Presidents,1950,boardgame,"Children's Game,Educational,Political,Trivia",,4,2,45,45,45,8
4988,Equality,1978,boardgame,"Math,Number",,4,2,60,60,60,6
4989,Equate Advanced Tile Set,0,boardgameexpansion,"Educational,Expansion for Base-game,Math,Number",,4,2,120,120,120,0
4990,Scandinavia,1996,boardgame,"Ancient,Fantasy,Mythology,Wargame",,6,2,300,300,300,12
4991,Apples to Apples Kids,2001,boardgame,"Card Game,Children's Game,Humor,Party Game,Word Game","16.99, 16.95, 25",10,4,30,30,30,7
4992,Earth Satellite Game,1956,boardgame,Transportation,,4,2,30,30,30,8
4993,The Sting Game,1976,boardgame,"Bluffing,Economic",20,4,3,10,10,10,0
4994,Consequential,1999,boardgame,"Party Game,Word Game","8, 20",24,4,90,90,90,12
4995,Dollars & Sense,1980,boardgame,"Economic,Educational",,6,2,90,90,90,8
4996,Quest for the Ideal Mate,1987,boardgame,"Educational,Mature / Adult,Party Game","10, 27",12,3,90,90,90,18
4997,HellRail,1998,boardgame,"Card Game,Humor,Trains",,4,2,30,30,30,12
4998,Desperado,1985,boardgame,"American West,Deduction,Memory,Murder/Mystery",,6,3,45,45,45,0
4999,Jet World,1975,boardgame,"Adventure,Aviation / Flight,Economic,Transportation,Travel","9, 10",4,2,60,60,60,8
5000,Tuf-abet,1969,boardgame,Word Game,12,4,2,45,45,45,8
5001,Telepaths,1992,boardgame,"Party Game,Word Game",,24,4,60,60,60,9
5002,Pro Golf,1981,boardgame,"Dice,Sports","43, 25",36,1,60,60,60,10
5003,Build the American Dream,1990,boardgame,Economic,,6,2,120,120,120,0
5004,Hauberk,1991,boardgame,"Adventure,Fantasy",18,8,2,120,120,120,12
5005,Real People,1991,boardgame,"Deduction,Party Game",,6,3,30,30,30,10
5006,An Evening of Murder: The Final Act,2000,boardgame,"Deduction,Murder/Mystery,Party Game",,8,8,180,180,180,18
5007,Fence,1955,boardgame,"Territory Building,Word Game",,4,2,60,60,60,0
5009,Truth or Consequences,1955,boardgame,"Bluffing,Humor,Movies / TV / Radio theme,Party Game,Trivia",,4,2,30,30,30,0
5010,Flight of the Boodles,1982,boardgame,"Fantasy,Wargame",,2,1,30,30,30,10
5011,Monsters of the Midway,1982,boardgame,"Fantasy,Sports",,2,2,60,60,60,10
5012,Snit Smashing,1977,boardgame,"Fantasy,Racing,Science Fiction",,4,2,30,30,30,12
5013,Arrakhar's Wand,1983,boardgame,"Fantasy,Wargame","3, 8",2,2,45,45,45,12
5014,Hands Up,2002,boardgame,"Action / Dexterity,Card Game",,8,2,20,20,20,6
5015,Don't Spill the Beans,1957,boardgame,"Action / Dexterity,Children's Game",5015,4,2,10,10,10,3
5016,Marston Moor,1978,boardgame,"Civil War,Pike and Shot,Wargame",,2,2,180,180,180,12
5018,Fishin' Time,1986,boardgame,"Dice,Sports",175,8,2,60,60,60,6
5019,Buggo,2000,boardgame,"Children's Game,Memory",,8,2,10,10,10,5
5020,Heroes of the Maze,1991,boardgame,"Exploration,Fantasy,Maze",,4,2,30,30,30,6
5021,The Struggle of Nations,1982,boardgame,"Napoleonic,Wargame","99.99, 15, 20",2,2,360,360,360,14
5022,Caesar's Game,1984,boardgame,Abstract Strategy,5022,2,2,20,20,20,8
5023,The Conquerors,1977,boardgame,"Ancient,Wargame","48, 50, 50",2,2,240,240,240,12
5024,Der Fuhrer,1976,boardgame,Political,,5,1,90,90,90,0
5025,Don't Feed the Gators,1992,boardgame,"Adventure,Children's Game,Memory,Racing",10,4,2,20,20,20,5
5026,Don't Wake the Dragon!,1986,boardgame,"Animals,Children's Game,Fantasy",,4,2,20,20,20,5
5027,Torpedo Run Card Game Deluxe Edition,1983,boardgame,"Card Game,Modern Warfare,Wargame",,5,2,30,30,30,8
5028,The Game of Life in Monstropolis,2001,boardgame,"Children's Game,Dice,Economic,Movies / TV / Radio theme,Travel",,4,2,45,45,45,8
5029,Monopoly: Star Wars Episode 1,1999,boardgame,"Economic,Movies / TV / Radio theme,Negotiation,Science Fiction","50.00, 18",8,2,120,120,120,8
5030,No Respect: Rodney Dangerfield's Game,1985,boardgame,"Movies / TV / Radio theme,Number",5030,4,2,30,30,30,8
5031,Dare!,1988,boardgame,"Humor,Party Game",,12,2,30,30,30,18
5032,Land Race Card Game,1983,boardgame,"Card Game,Children's Game,Racing,Transportation,Travel",,4,2,20,20,20,4
5033,Incognito: The Game of Charades,1985,boardgame,"Action / Dexterity,Humor,Party Game,Word Game",,0,4,45,45,45,10
5034,Empire of the Rising Sun,1995,boardgame,"Wargame,World War II",,6,2,240,240,240,12
